Id,SalePrice
1692,264853.44
1693,162138.02
1694,182701.62
1695,166472.8
1696,269887.22
1697,172219.3
1698,361472.56
1699,324325.94
1700,244206.98
1701,260472.17
1702,257193.06
1703,250080.16
1704,294890.38
1705,232398.84
1706,457834.28
1707,222992.89
1708,209591.55
1709,268122.9
1710,231435.64
1711,265776.3
1712,242576.34
1713,270318.16
1714,222921.78
1715,207637.14
1716,189750.6
1717,171384.7
1718,135835.5
1719,200010.78
1720,246759.34
1721,171066.86
1722,128571.97
1723,152800.66
1724,209373.16
1725,242464.95
1726,188110.48
1727,159328.08
1728,178727.14
1729,163439.62
1730,165032.88
1731,122169.94
1732,130776.4
1733,120018.85
1734,122791.125
1735,129973.945
1736,114694.914
1737,353164.8
1738,214556.98
1739,277824.22
1740,227046.42
1741,192872.55
1742,176696.42
1743,175849.0
1744,303272.66
1745,227281.5
1746,204723.22
1747,213867.52
1748,226837.72
1749,147937.62
1750,129077.57
1751,237575.62
1752,119083.78
1753,144871.98
1754,192801.92
1755,167899.73
1756,132846.89
1757,123737.05
1758,143991.06
1759,161073.5
1760,165106.81
1761,133467.48
1762,170453.53
1763,174603.06
1764,117730.79
1765,172970.39
1766,167690.45
1767,216488.89
1768,145749.34
1769,173934.0
1770,148331.39
1771,129827.26
1772,134431.88
1773,134177.2
1774,122251.32
1775,137481.73
1776,125768.34
1777,114238.01
1778,140455.45
1779,116787.29
1780,173896.86
1781,132535.56
1782,93814.266
1783,137539.78
1784,100337.25
1785,127559.086
1786,145076.23
1787,163958.73
1788,47566.52
1789,95698.836
1790,81958.27
1791,184169.31
1792,158808.53
1793,129527.31
1794,148559.4
1795,137710.2
1796,126127.62
1797,117879.44
1798,125487.43
1799,113533.43
1800,126527.15
1801,123639.03
1802,134485.5
1803,148494.55
1804,141538.67
1805,134571.97
1806,117139.85
1807,129164.055
1808,122726.97
1809,123364.195
1810,151065.03
1811,103414.48
1812,100234.07
1813,127485.52
1814,98475.07
1815,48933.79
1816,96892.164
1817,117046.26
1818,147137.69
1819,123630.74
1820,45391.605
1821,112401.92
1822,154866.38
1823,26941.193
1824,143523.31
1825,138223.3
1826,99955.21
1827,104772.91
1828,139210.17
1829,117920.07
1830,143713.1
1831,157727.78
1832,79847.97
1833,139194.02
1834,120624.055
1835,135917.73
1836,124653.49
1837,85729.555
1838,119596.836
1839,90747.93
1840,165140.34
1841,150754.72
1842,75137.836
1843,128708.89
1844,136782.67
1845,139782.69
1846,158407.0
1847,162660.22
1848,49250.12
1849,115203.39
1850,122917.84
1851,159932.3
1852,128858.8
1853,128916.734
1854,166769.77
1855,145792.66
1856,215461.38
1857,159826.34
1858,128584.19
1859,117895.51
1860,146104.31
1861,116994.914
1862,298010.28
1863,285213.5
1864,285324.9
1865,327722.34
1866,326177.6
1867,229456.92
1868,308094.56
1869,205012.95
1870,245950.06
1871,240451.25
1872,171693.25
1873,226699.28
1874,142375.73
1875,210090.39
1876,195760.0
1877,213644.3
1878,201503.06
1879,132447.67
1880,134490.42
1881,242831.45
1882,248155.47
1883,194065.89
1884,206488.9
1885,246782.48
1886,296954.84
1887,209106.55
1888,281320.75
1889,163341.11
1890,126744.58
1891,138839.77
1892,109725.75
1893,134214.67
1894,127221.305
1895,135995.89
1896,129878.695
1897,110179.82
1898,105601.14
1899,152756.2
1900,145635.44
1901,182716.25
1902,142210.39
1903,213716.53
1904,136875.83
1905,188329.05
1906,177421.31
1907,213319.92
1908,113393.34
1909,135579.34
1910,122130.13
1911,204174.2
1912,289076.7
1913,138135.34
1914,50340.066
1915,346648.8
1916,59456.12
1917,255233.05
1918,138661.17
1919,165800.16
1920,139487.58
1921,420029.34
1922,328598.56
1923,223213.89
1924,216033.28
1925,210622.16
1926,398583.3
1927,133631.92
1928,157342.94
1929,122948.29
1930,130920.97
1931,139151.31
1932,135864.81
1933,181352.08
1934,180452.56
1935,175616.84
1936,185513.23
1937,184649.17
1938,173917.86
1939,243221.7
1940,184560.1
1941,175290.3
1942,185539.97
1943,202225.94
1944,331668.97
1945,383338.75
1946,151754.73
1947,322651.38
1948,182143.05
1949,239602.02
1950,181459.55
1951,263706.5
1952,216769.44
1953,172799.94
1954,183864.56
1955,130292.75
1956,296017.88
1957,154963.73
1958,314003.03
1959,137053.39
1960,116420.664
1961,117121.914
1962,96651.3
1963,103310.88
1964,106949.42
1965,145314.45
1966,144750.81
1967,298487.16
1968,450299.03
1969,388139.03
1970,436539.22
1971,442098.7
1972,378139.62
1973,260404.75
1974,321259.16
1975,461911.78
1976,264742.03
1977,360342.53
1978,373145.25
1979,320121.44
1980,192903.44
1981,346164.53
1982,229588.44
1983,210611.8
1984,163039.64
1985,217048.39
1986,206414.84
1987,176301.52
1988,176599.64
1989,187472.45
1990,216518.62
1991,245993.2
1992,208643.58
1993,165967.67
1994,245831.48
1995,178829.7
1996,241014.75
1997,312250.06
1998,341620.78
1999,255482.9
2000,305980.38
2001,260179.55
2002,243377.7
2003,257160.31
2004,271590.06
2005,223815.28
2006,234722.12
2007,246363.0
2008,214402.44
2009,189627.42
2010,189135.86
2011,141655.02
2012,178966.02
2013,185803.92
2014,187076.39
2015,200117.66
2016,195456.47
2017,195790.58
2018,121114.164
2019,133201.22
2020,108688.62
2021,109576.336
2022,187220.36
2023,135279.05
2024,247423.47
2025,352090.28
2026,174738.66
2027,150794.88
2028,150967.58
2029,171082.92
2030,267706.0
2031,247579.73
2032,276375.34
2033,263234.16
2034,159878.33
2035,213079.44
2036,185591.45
2037,194739.1
2038,307911.34
2039,220757.39
2040,332135.5
2041,284638.53
2042,202456.2
2043,169490.02
2044,159486.98
2045,209386.16
2046,136577.81
2047,143702.0
2048,137679.17
2049,138136.05
2050,174800.81
2051,109206.9
2052,128491.27
2053,149655.48
2054,80207.18
2055,157931.67
2056,136161.84
2057,116526.91
2058,230301.4
2059,130703.33
2060,164686.98
2061,175980.6
2062,132635.44
2063,113180.195
2064,140897.58
2065,117548.69
2066,169585.33
2067,115405.06
2068,132364.92
2069,84556.445
2070,111609.89
2071,90153.59
2072,122566.26
2073,135321.56
2074,184228.17
2075,147082.77
2076,118117.95
2077,152103.97
2078,130107.05
2079,133130.17
2080,114951.43
2081,123612.15
2082,122108.72
2083,144860.58
2084,110349.32
2085,125386.6
2086,123169.57
2087,117557.805
2088,99665.54
2089,74897.6
2090,130806.52
2091,122599.18
2092,126685.15
2093,125872.78
2094,118253.95
2095,153361.36
2096,77993.48
2097,93796.51
2098,148728.48
2099,57223.215
2100,82784.01
2101,124334.63
2102,118814.61
2103,101603.44
2104,126101.31
2105,131030.32
2106,68102.23
2107,228624.11
2108,117050.76
2109,116569.766
2110,136812.39
2111,145699.89
2112,136290.81
2113,118866.94
2114,106772.34
2115,160355.23
2116,122465.9
2117,152148.73
2118,125214.99
2119,106694.29
2120,114909.26
2121,84492.164
2122,110590.81
2123,84722.664
2124,164480.12
2125,124646.086
2126,153272.77
2127,156244.34
2128,127438.914
2129,98890.33
2130,139813.58
2131,138815.86
2132,119066.555
2133,121499.02
2134,116145.62
2135,88493.15
2136,73872.6
2137,110232.33
2138,128100.414
2139,152617.84
2140,141291.05
2141,148092.1
2142,131692.38
2143,146265.08
2144,109996.3
2145,136244.98
2146,161679.84
2147,142790.66
2148,134785.94
2149,152797.06
2150,222116.52
2151,124288.52
2152,182749.83
2153,165042.86
2154,112643.51
2155,143802.6
2156,282448.38
2157,224311.94
2158,239311.2
2159,215889.83
2160,169216.6
2161,240228.84
2162,374208.84
2163,343901.34
2164,248705.55
2165,189322.02
2166,149236.12
2167,215386.75
2168,204914.36
2169,195234.67
2170,220394.22
2171,152148.17
2172,131626.8
2173,165704.92
2174,224971.39
2175,289102.2
2176,324065.06
2177,246036.6
2178,212273.98
2179,140642.4
2180,228511.64
2181,187915.28
2182,225689.14
2183,190198.72
2184,128620.28
2185,119838.66
2186,147525.23
2187,152674.78
2188,159293.88
2189,232739.0
2190,83293.72
2191,83755.14
2192,95552.54
2193,104501.09
2194,106006.586
2195,110402.42
2196,104662.164
2197,117532.86
2198,161363.11
2199,179127.36
2200,141152.53
2201,146164.2
2202,210563.05
2203,147589.95
2204,183584.08
2205,107977.586
2206,138682.19
2207,195590.33
2208,252331.77
2209,214767.9
2210,120724.57
2211,114130.84
2212,110324.46
2213,108998.6
2214,132126.39
2215,102237.38
2216,147608.47
2217,86001.24
2218,69271.69
2219,62222.77
2220,67464.57
2221,347705.47
2222,259989.55
2223,287313.7
2224,216478.98
2225,120177.62
2226,186900.66
2227,199913.84
2228,269865.03
2229,252973.08
2230,160976.7
2231,210757.69
2232,184438.81
2233,178190.67
2234,242191.25
2235,224147.22
2236,279256.0
2237,358721.25
2238,206739.53
2239,116153.23
2240,160936.83
2241,162033.12
2242,126181.13
2243,124678.89
2244,101309.55
2245,98054.38
2246,144777.16
2247,109030.836
2248,125355.64
2249,123821.73
2250,133117.92
2251,121738.96
2252,170948.33
2253,155079.89
2254,176524.1
2255,190618.53
2256,183059.16
2257,203059.19
2258,167019.86
2259,174468.86
2260,152149.98
2261,182000.1
2262,202154.28
2263,346745.9
2264,449219.3
2265,179330.73
2266,301322.16
2267,374642.1
2268,392642.4
2269,149232.5
2270,184979.17
2271,219071.81
2272,195349.6
2273,167067.36
2274,175449.64
2275,166261.92
2276,186755.0
2277,186019.28
2278,147595.61
2279,128938.25
2280,117826.02
2281,172270.66
2282,188273.78
2283,103227.984
2284,112499.56
2285,143359.06
2286,124376.39
2287,351022.53
2288,285305.38
2289,388058.47
2290,452643.62
2291,321607.72
2292,434558.22
2293,482855.25
2294,433587.22
2295,463795.38
2296,277143.47
2297,321319.53
2298,320626.97
2299,410643.3
2300,331593.56
2301,287399.66
2302,237745.64
2303,244294.52
2304,237100.44
2305,181211.66
2306,182144.88
2307,190578.44
2308,217180.17
2309,286591.75
2310,213045.48
2311,188218.69
2312,171219.67
2313,174103.47
2314,169655.6
2315,177783.02
2316,196349.08
2317,187438.05
2318,176963.75
2319,174502.81
2320,194385.19
2321,236496.06
2322,168939.6
2323,175340.88
2324,168563.92
2325,211061.31
2326,164144.02
2327,211482.73
2328,229527.73
2329,184962.73
2330,175350.55
2331,355720.4
2332,403771.4
2333,311905.34
2334,259831.28
2335,260085.92
2336,334090.5
2337,223206.62
2338,286406.5
2339,221491.0
2340,412010.5
2341,219718.8
2342,228509.16
2343,225261.88
2344,233649.31
2345,234435.31
2346,220780.89
2347,203377.11
2348,238804.4
2349,175511.12
2350,297194.06
2351,264383.53
2352,254499.1
2353,249166.78
2354,139754.92
2355,150985.08
2356,151097.62
2357,196589.02
2358,198765.0
2359,127625.17
2360,117039.62
2361,139425.61
2362,275258.34
2363,136532.36
2364,159567.12
2365,225990.12
2366,190528.72
2367,215380.4
2368,219307.86
2369,220245.17
2370,170159.64
2371,173687.55
2372,192059.8
2373,287485.12
2374,309479.56
2375,257259.81
2376,285033.3
2377,400321.62
2378,141894.06
2379,203681.34
2380,147942.69
2381,162425.92
2382,197695.75
2383,198932.06
2384,236598.72
2385,162999.7
2386,134940.86
2387,137001.4
2388,100914.57
2389,125391.57
2390,144650.3
2391,143365.22
2392,117634.5
2393,161886.56
2394,143020.47
2395,212711.58
2396,146178.06
2397,211516.67
2398,129355.664
2399,54390.312
2400,53675.7
2401,113737.484
2402,138950.75
2403,128841.4
2404,148796.42
2405,158993.86
2406,144213.95
2407,128297.64
2408,141744.0
2409,124828.71
2410,166587.11
2411,122325.37
2412,155888.56
2413,129746.91
2414,148918.36
2415,132877.16
2416,129424.08
2417,132747.58
2418,127661.55
2419,124244.234
2420,124875.18
2421,148036.44
2422,113971.23
2423,124902.72
2424,152992.39
2425,245037.62
2426,125440.734
2427,141082.53
2428,176544.08
2429,116235.45
2430,134423.22
2431,110071.63
2432,141264.14
2433,145667.4
2434,133999.77
2435,150495.67
2436,105680.23
2437,111538.74
2438,125380.516
2439,105616.51
2440,120293.76
2441,93103.336
2442,93993.16
2443,120889.02
2444,128150.805
2445,80570.68
2446,130034.62
2447,181468.4
2448,135164.31
2449,108159.92
2450,150919.75
2451,128792.06
2452,202843.27
2453,97241.68
2454,121635.99
2455,119514.01
2456,136437.16
2457,129691.76
2458,122300.35
2459,112627.71
2460,134815.52
2461,120111.54
2462,140363.69
2463,126098.23
2464,177657.94
2465,139882.75
2466,109516.2
2467,138442.23
2468,77227.625
2469,72299.29
2470,182985.78
2471,212159.86
2472,157092.89
2473,118291.94
2474,91480.016
2475,219366.69
2476,111759.7
2477,130599.6
2478,156236.7
2479,105917.734
2480,146225.06
2481,122153.875
2482,127120.35
2483,113304.945
2484,120972.8
2485,126420.73
2486,160331.97
2487,178477.48
2488,157305.45
2489,149959.78
2490,155897.27
2491,93829.19
2492,185932.12
2493,149357.5
2494,149856.97
2495,82644.97
2496,246246.12
2497,150740.17
2498,108811.62
2499,90639.664
2500,125901.695
2501,144472.02
2502,150904.45
2503,100715.46
2504,183243.7
2505,226437.84
2506,259546.39
2507,282912.22
2508,259705.61
2509,213536.4
2510,217553.42
2511,177152.8
2512,206176.4
2513,208471.97
2514,257283.6
2515,150875.58
2516,171237.39
2517,142345.62
2518,152682.62
2519,222925.0
2520,208642.42
2521,190173.31
2522,217724.31
2523,126263.01
2524,137792.02
2525,149437.62
2526,135462.81
2527,113379.89
2528,131897.45
2529,135539.5
2530,122791.56
2531,249820.12
2532,224731.55
2533,193790.03
2534,225376.33
2535,311969.78
2536,243415.75
2537,232690.56
2538,179647.61
2539,189929.92
2540,175697.22
2541,180324.86
2542,164388.23
2543,126718.78
2544,128535.11
2545,132084.45
2546,133020.86
2547,142617.58
2548,146856.94
2549,156442.47
2550,230954.98
2551,140112.23
2552,130779.87
2553,77753.83
2554,109789.91
2555,119956.79
2556,106010.08
2557,109819.76
2558,168994.44
2559,137592.17
2560,145545.3
2561,137914.11
2562,137559.14
2563,149030.94
2564,189551.88
2565,141091.56
2566,160078.2
2567,124920.945
2568,200829.83
2569,201161.6
2570,120307.18
2571,177692.47
2572,157656.45
2573,215637.72
2574,258386.3
2575,130485.41
2576,126173.99
2577,161995.3
2578,82243.82
2579,61929.74
2580,115391.72
2581,115925.75
2582,110876.67
2583,274274.22
2584,164971.72
2585,180316.27
2586,199966.92
2587,195543.19
2588,149295.88
2589,151810.28
2590,217080.22
2591,215894.08
2592,221773.22
2593,255782.31
2594,178210.94
2595,206906.05
2596,316489.7
2597,188436.84
2598,274496.06
2599,290733.56
2600,167185.47
2601,148161.39
2602,76389.836
2603,90392.49
2604,84981.625
2605,72939.72
2606,146354.73
2607,193714.69
2608,207388.12
2609,163841.55
2610,115394.79
2611,131729.12
2612,153194.98
2613,129158.95
2614,126449.61
2615,154883.05
2616,142204.69
2617,183930.77
2618,187103.6
2619,200201.17
2620,186031.39
2621,177314.7
2622,182331.86
2623,243061.39
2624,292775.56
2625,317979.47
2626,169608.16
2627,166818.05
2628,453711.78
2629,542609.6
2630,357434.97
2631,456243.44
2632,440303.0
2633,314874.56
2634,403578.12
2635,155045.83
2636,177211.58
2637,182250.78
2638,263971.4
2639,187793.58
2640,156596.27
2641,101256.6
2642,198377.03
2643,102575.92
2644,127379.15
2645,104572.516
2646,95193.664
2647,101117.15
2648,142292.8
2649,145129.9
2650,141901.42
2651,142431.52
2652,433782.72
2653,236941.22
2654,255425.67
2655,398230.75
2656,322316.97
2657,333736.0
2658,288123.22
2659,315571.2
2660,351107.97
2661,355773.53
2662,365056.0
2663,278175.9
2664,280910.44
2665,327650.44
2666,297756.56
2667,167151.67
2668,178124.22
2669,172589.55
2670,282298.75
2671,180522.33
2672,187531.44
2673,212581.88
2674,203508.3
2675,167578.22
2676,185052.4
2677,195096.88
2678,262311.44
2679,274818.8
2680,276297.6
2681,411486.8
2682,336356.97
2683,558262.7
2684,311830.8
2685,342003.84
2686,255944.39
2687,335653.03
2688,218856.08
2689,209975.6
2690,491247.38
2691,191994.5
2692,135117.97
2693,197197.58
2694,133238.12
2695,189922.7
2696,184262.38
2697,188957.08
2698,198146.42
2699,170232.72
2700,157748.83
2701,153102.98
2702,110948.805
2703,125226.16
2704,140103.1
2705,115849.91
2706,120752.414
2707,124999.484
2708,135051.83
2709,115355.87
2710,126825.625
2711,297093.3
2712,384236.53
2713,170710.23
2714,150129.02
2715,173442.95
2716,151639.1
2717,192348.53
2718,234345.34
2719,150020.22
2720,168422.47
2721,133080.33
2722,159946.12
2723,141087.66
2724,126034.64
2725,134116.08
2726,146030.98
2727,177686.58
2728,168205.5
2729,148996.64
2730,146653.48
2731,131147.73
2732,126090.28
2733,158656.27
2734,144806.53
2735,131724.73
2736,142817.84
2737,125348.32
2738,132533.22
2739,161555.31
2740,138216.31
2741,148728.25
2742,152825.56
2743,154792.42
2744,159380.05
2745,139015.39
2746,137575.86
2747,155494.73
2748,122005.945
2749,132010.62
2750,135959.73
2751,132496.44
2752,196110.27
2753,151048.67
2754,234477.81
2755,131379.47
2756,95292.46
2757,68318.21
2758,85659.42
2759,160184.94
2760,125673.54
2761,143715.73
2762,142135.6
2763,190477.31
2764,155074.22
2765,284195.4
2766,148693.67
2767,89959.88
2768,129913.52
2769,128026.77
2770,145930.27
2771,112969.89
2772,116538.5
2773,158172.4
2774,138727.47
2775,119588.6
2776,142196.34
2777,145682.47
2778,113723.26
2779,125897.28
2780,96204.94
2781,94487.266
2782,90978.78
2783,105706.68
2784,126213.75
2785,132403.81
2786,74121.766
2787,123343.24
2788,71994.42
2789,182394.48
2790,90574.31
2791,115324.63
2792,48971.5
2793,191686.86
2794,108366.055
2795,124513.41
2796,102778.44
2797,198611.69
2798,111642.836
2799,119769.83
2800,60698.793
2801,109123.42
2802,131037.34
2803,176708.06
2804,133644.33
2805,103767.6
2806,78733.766
2807,157950.77
2808,154383.52
2809,135345.7
2810,133069.06
2811,160825.0
2812,150546.73
2813,163458.66
2814,143823.47
2815,95833.125
2816,254797.34
2817,160292.02
2818,129934.484
2819,161096.72
2820,137685.48
2821,114934.664
2822,206697.66
2823,296214.28
2824,190094.84
2825,156489.03
2826,133734.38
2827,135635.83
2828,222837.67
2829,206478.94
2830,221842.03
2831,182354.4
2832,242822.8
2833,298338.72
2834,212895.16
2835,211611.45
2836,187453.56
2837,145776.61
2838,152789.94
2839,179919.86
2840,201324.55
2841,204665.8
2842,228931.77
2843,151867.56
2844,159260.12
2845,125496.125
2846,212770.0
2847,198501.56
2848,215876.72
2849,205001.53
2850,278126.38
2851,234528.06
2852,237874.12
2853,245436.33
2854,141857.84
2855,201166.0
2856,202390.0
2857,186849.97
2858,205679.88
2859,126434.516
2860,124682.83
2861,127745.7
2862,190666.81
2863,129638.71
2864,255778.94
2865,140349.67
2866,133794.62
2867,92200.8
2868,108165.66
2869,114337.984
2870,128444.01
2871,89274.03
2872,43414.883
2873,99246.7
2874,140349.64
2875,115403.82
2876,162354.8
2877,139763.9
2878,171373.06
2879,135827.67
2880,99185.84
2881,149320.97
2882,174978.73
2883,190233.77
2884,196275.03
2885,195901.11
2886,225666.94
2887,91540.47
2888,130295.2
2889,50693.14
2890,81567.586
2891,133546.28
2892,30330.055
2893,83575.15
2894,43308.617
2895,330782.47
2896,289551.94
2897,207112.25
2898,152427.81
2899,217432.05
2900,158346.19
2901,214504.06
2902,194685.69
2903,350991.8
2904,342427.5
2905,97626.61
2906,207612.97
2907,110513.25
2908,132992.66
2909,139273.17
2910,79048.0
2911,73660.92
2912,146658.61
2913,78405.086
2914,73880.1
2915,81071.016
2916,77943.1
2917,156629.33
2918,118955.516
2919,223661.27
